mi,mine,theirs,mine_hold1,mine_noskip
23233,-27.45433273782602,-11.0299671861282,-14.322482089552238,-20.44013787878788
23234,-0.043049577868234726,-0.174714705882355,-2.6447164179104474,-1.4440486657620988
23235,8.140839936680235,8.08696119402985,7.499224287652645,6.551948869289914
23236,-5.235247623653294,-12.9222641791045,-11.934436205336949,-9.107894082617216
23237,4.474407749133123,6.41339687782805,5.143893238353686,4.508832294239756
23238,-0.9978080129654757,-3.35989384191177,0.027252238805969796,-1.190420806375363
23239,6.481181357251177,5.67234143222506,5.129335930640915,5.860560981855429
23240,0.06104911472051503,-0.0843164322250642,1.1026911764705882,0.5643107843137255
23241,0.03888055134310617,-1.38214542215601,0.11828765597147947,-0.7023323232323232
23242,-0.29479070179406,-0.549765996106422,0.3785250000000004,1.0119077854932121
23243,-1.9571968189356244,-2.78184125027039,0.28497859964881633,-1.9534168156543492
23244,1.9071738366988586,2.51015881462254,3.7966985294117648,1.8337015465761946
23245,1.8640669160590904,2.62446857142857,0.9856984654731462,1.4253718441042862
23246,3.088536722080136,4.08288115942029,6.304633333333333,3.2177263285024154
23247,3.7029346263142937,2.12883,3.552695652173913,4.798316425120772
23248,-0.9078731386757605,-2.23145593561368,-0.6270513000852518,-1.3800445810498108
23249,3.489938840252519,3.64945142857143,3.5853276050420164,3.4578650692948605
23250,2.586266322588737,3.60599,1.372951428571427,1.675298034750132
23251,-2.4208902661064435,-3.01457361111111,-4.664391428571429,-4.024440057834933
23252,0.34238443997317203,-0.148559722222224,1.2774904627766612,0.7849230985915494
23253,-3.677616492287056,-6.69913055555555,-3.415670422535211,-3.8098486653252848
23254,-4.779152059020792,-4.03673055555555,-4.142767605633802,-4.898433018108652
23255,-0.0730018779342719,-0.132862500000002,0.9509943661971831,0.38780859154929676
23256,5.7216661971831,4.92331666666667,6.220160563380282,7.5016484071093235
23257,-4.737504330985916,-8.77440688998858,-9.274897500000002,-9.295226618414189
23258,0.05747748584097184,-0.821607575180813,-1.2920847222222218,-1.2569661820262006
23259,14.898271290135536,15.3004625,17.079135616438357,17.05168652289179
23260,-13.886867877980722,-12.8589463717142,-13.709157534246577,-16.57786593854128
23261,9.170598183800237,12.2294316734543,9.65893108108108,9.804809266115429
23262,-25.762823113658623,-24.4931262782173,-26.97033096846847,-28.51062555055055
23263,-14.095288926426427,-16.6540131578947,-15.893883783783785,-14.770123383883885
23264,11.26536475089473,9.03183719772404,10.822242378378379,11.628841120764601
23265,3.537641805476709,4.27622144381223,3.450149777777778,3.475306789309858
23266,-11.586269267438672,-6.98489999999999,-10.844415999999999,-10.302295935750822
23267,12.045507726092291,14.8609896103896,13.22981589189189,11.917087416018756
23268,7.77537054885022,8.92910128161312,8.658007999999999,7.2602126809823515
23269,-0.679497222834591,-5.6315037368421,-2.496520244131453,-3.5388765773902673
23270,5.116619549295775,6.59216554054054,6.630477333333334,4.9198737619047614
23271,-4.066052444444446,-3.82891209103842,-4.826489333333334,-5.605596351851852
23272,5.95944463063063,7.35770378936132,5.921861117117118,3.940897741741742
23273,6.53993584071743,7.63005687960688,7.556237549549549,6.203707117199391
23274,3.0022473127648195,-5.60385283189034,3.336217333333333,3.0422072690859574
23275,7.332712947797113,2.58721637047163,8.222210108108111,4.770474552552552
23276,-0.9150285345345335,-0.750271428571425,1.861568000000001,-0.09702311111111084
